,timestamp,address,symbol,price,returns
0,2022-05-11,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,1.2477759e-07,0.0
1,2022-03-17,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,1.6466255e-07,0.2773653557038119
2,2022-03-14,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,1.5141009e-07,-0.08390624477468121
3,2022-03-09,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,1.5493175e-07,0.022992713935520933
4,2022-03-08,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,1.9038247e-07,0.20605035142274575
5,2022-03-06,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,1.9731574e-07,0.035770138045017996
6,2022-03-05,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,1.9600151e-07,-0.006682823553437598
7,2022-03-04,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.1245988e-07,0.08063080725703425
8,2022-03-03,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.1990354e-07,0.034435825118099055
9,2022-03-01,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.1612703e-07,-0.017322658985713186
10,2022-02-26,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,1.965808e-07,-0.09479279395170259
11,2022-02-24,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,1.8686147e-07,-0.05070600253413637
12,2022-02-23,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,1.9168601e-07,0.025491128590060134
13,2022-02-21,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.3108404e-07,0.1869227851068498
14,2022-02-19,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.4044098e-07,0.03969320014061184
15,2022-02-18,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.4337794e-07,0.012140889719089467
16,2022-02-17,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.6437968e-07,0.08277070802885499
17,2022-02-16,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.228716e-07,-0.17079043089246387
18,2022-02-15,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.5580744e-07,0.1378291530655485
19,2022-02-14,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.53487e-07,-0.009112434279619322
20,2022-02-13,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.5352844e-07,0.00016346642260943534
21,2022-02-12,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.5467233e-07,0.004501732383444774
22,2022-02-11,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.6176883e-07,0.027484047565099288
23,2022-02-10,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,3.106872e-07,0.17132483221780245
24,2022-02-09,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,3.0929115e-07,-0.004503551969368311
25,2022-02-08,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.6346558e-07,-0.16036033302145838
26,2022-02-06,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.9045583e-07,0.09752878327558098
27,2022-02-05,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.5004303e-07,-0.14981849348739765
28,2022-02-04,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.2260811e-07,-0.11622015180973073
29,2022-02-03,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.2200591e-07,-0.002708868102016127
30,2022-02-02,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.7184987e-07,0.20254596224737098
31,2022-02-01,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.313332e-07,-0.16139086991727022
32,2022-01-31,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.2789891e-07,-0.014956942028925132
33,2022-01-30,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.2939308e-07,0.006534885150029949
34,2022-01-29,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.2711546e-07,-0.009978516058731922
35,2022-01-26,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.2193358e-07,-0.023080374614949974
36,2022-01-25,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.2064404e-07,-0.005827423669883368
37,2022-01-24,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.1783846e-07,-0.01279694531541681
38,2022-01-23,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.1108261e-07,-0.03150420549065165
39,2022-01-20,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.504973e-07,0.1711985685825942
40,2022-01-19,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.5437274e-07,0.015352529612789323
41,2022-01-18,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.5379003e-07,-0.002293400027734573
42,2022-01-16,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.593599e-07,0.021709400814052468
43,2022-01-15,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.5872512e-07,-0.002450487055767351
44,2022-01-14,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.5565046e-07,-0.01195506450764016
45,2022-01-13,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.6389128e-07,0.03172607928468478
46,2022-01-10,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.5117416e-07,-0.049390637083192045
47,2022-01-09,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.5053998e-07,-0.002528054472440366
48,2022-01-08,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,2.4916318e-07,-0.005510485400682519
49,2022-01-07,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,3.4573165e-07,0.32755487291901125
50,2022-01-05,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,3.6750419e-07,0.061071823841641705
51,2022-01-02,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,3.825286e-07,0.04006870176475008
52,2022-01-01,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,3.7055722e-07,-0.03179554895565088
53,2021-12-31,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,3.7753495e-07,0.018655274427475395
54,2021-12-30,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,3.7205598e-07,-0.014618820362462757
55,2021-12-29,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.2952635e-07,0.14363876312734905
56,2021-12-28,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.0619253e-07,-0.05585583092840126
57,2021-12-27,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.5767575e-07,0.11933370493166609
58,2021-12-26,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.5597142e-07,-0.0037308318415640186
59,2021-12-25,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.579985e-07,0.004435776888049275
60,2021-12-24,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.5810555e-07,0.00023370707833305295
61,2021-12-23,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.3880306e-07,-0.04304891413695827
62,2021-12-17,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.292508e-07,-0.022009338449394674
63,2021-12-16,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.404318e-07,0.02571424583455604
64,2021-12-13,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.5045974e-07,0.02251309635911446
65,2021-12-12,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.4318074e-07,-0.016291027875197022
66,2021-12-11,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.2573208e-07,-0.04016744958178944
67,2021-12-10,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.788587e-07,0.11759533610303405
68,2021-12-08,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.55829e-07,-0.049287825147046375
69,2021-12-06,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.926847e-07,0.07775167650410994
70,2021-12-05,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.916199e-07,-0.0021635587507354464
71,2021-12-04,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,5.378597e-07,0.08989188854577053
72,2021-12-03,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,5.650827e-07,0.049374346633119646
73,2021-12-02,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,6.288631e-07,0.10694149383649107
74,2021-12-01,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,6.841354e-07,0.08424226529571345
75,2021-11-30,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,6.3633655e-07,-0.0724282612012915
76,2021-11-29,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,5.1513894e-07,-0.21129093936178625
77,2021-11-28,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,5.4533405e-07,0.05696189198895397
78,2021-11-27,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,6.4593354e-07,0.16929807655855417
79,2021-11-25,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.0038728e-07,-0.4782643405285259
80,2021-11-24,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.0424155e-07,0.009580316627453947
81,2021-11-23,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.5109485e-07,0.10966503247969774
82,2021-11-20,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.6767403e-07,0.036093908331076584
83,2021-11-19,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,5.1288595e-07,0.09228196462307059
84,2021-11-18,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,4.8482923e-07,-0.05625677492412393
85,2021-11-17,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,7.2538273e-07,0.4029026931690939
86,2021-11-16,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,7.0327224e-07,-0.030955347540954803
87,2021-11-15,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,8.5343675e-07,0.1935273613986731
88,2021-11-13,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,8.3761665e-07,-0.018710895286409762
89,2021-11-12,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,8.4507343e-07,0.008862985407669655
90,2021-11-11,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,7.8073265e-07,-0.07919074929587465
91,2021-11-10,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,8.728899e-07,0.11157665735366863
92,2021-11-09,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,9.4663824e-07,0.08110758281955639
93,2021-11-08,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,6.946856e-07,-0.3094576447552331
94,2021-11-07,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,6.166136e-07,-0.11921679746469604
95,2021-11-05,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,6.776192e-07,0.09434290659012587
96,2021-11-04,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,5.681785e-07,-0.17614984832244635
97,2021-11-03,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4,SDOG,8.2221374e-07,0.36956475567158936
